"price","sample","level","n","p10","p50","p90","sd"
80,"ets","sector",81,-2.17312745549147,-0.227001115520583,1.4607873448283,1.56295600984916
80,"ets","firm",253,-2.16235748400914,0.0236236205022489,2.35897437542913,1.77312123559038
80,"full","sector",393,-1.78607842882369,-0.144577020931866,1.79529593820032,1.45611383378163
80,"full","firm",13672,-2.49789816585515,0.330762255552432,2.78922435035414,2.00753587413826
250,"ets","sector",81,-2.05560513943375,-0.156205022763321,1.34714556140338,1.4604153846409
250,"ets","firm",253,-2.0433670773591,0.103316936749005,2.07297691472611,1.60856937251818
250,"full","sector",393,-1.64685282855974,-0.114135833338992,1.56131204985042,1.30081047489531
250,"full","firm",13672,-2.33757798885317,0.41947707685307,2.36271680626694,1.81020282962766
